Time [s],Value,Parity Error,Framing Error
55.226962325,0x100,,
55.467938875,0x100,,
55.693085675,0x100,,
55.912095575,0x100,,
56.151362400,0x100,,
56.380474750,0x100,,
56.600713325,0x100,,
56.835514000,0x100,,
57.056825250,0x100,,
57.272571675,0x100,,
57.506553225,0x100,,
57.724997550,0x100,,
57.960669350,0x100,,
58.190691825,0x100,,
58.408817600,0x100,,
58.648858025,0x100,,
58.891726350,0x100,,
59.113674675,0x100,,
59.345179375,0x100,,
59.563968250,0x100,,
59.782308575,0x100,,
60.020918800,0x100,,
60.249186025,0x100,,
60.468267450,0x100,,
60.706084550,0x100,,
60.936464600,0x100,,
61.157366275,0x100,,
61.392277475,0x100,,
61.622163450,0x100,,
61.861293750,0x100,,
62.093227525,0x100,,
62.310488675,0x100,,
62.547512700,0x100,,
62.779491975,0x100,,
62.998547400,0x100,,
63.236520525,0x100,,
63.464592750,0x100,,
63.684837850,0x100,,
63.919716550,0x100,,
64.151702350,0x100,,
64.371011325,0x100,,
64.606767650,0x100,,
64.837004675,0x100,,
65.078930400,0x100,,
65.303843175,0x100,,
65.523035150,0x100,,
65.760949775,0x100,,
65.992090450,0x100,,
66.231305300,0x100,,
66.463408100,0x100,,
66.697194675,0x100,,
66.917316250,0x100,,
67.146311650,0x100,,
67.363273775,0x100,,
67.582504750,0x100,,
67.820497425,0x100,,
68.053438875,0x100,,
68.290482400,0x100,,
68.521597100,0x100,,
68.736556950,0x100,,
68.977377525,0x100,,
69.205742325,0x100,,
69.424778275,0x100,,
69.662517425,0x100,,
69.895725400,0x100,,
70.109944175,0x100,,
70.350953300,0x100,,
70.577816375,0x100,,
70.799056150,0x100,,
71.030118850,0x100,,
71.254979650,0x100,,
71.470056550,0x100,,
71.700924200,0x100,,
71.923223650,0x100,,
72.138014500,0x100,,
72.377326875,0x100,,
72.608220550,0x100,,
72.845192600,0x100,,
73.076144775,0x100,,
73.295213250,0x100,,
73.531457200,0x100,,
73.761603275,0x100,,
73.981354350,0x100,,
74.218527950,0x100,,
74.469281975,0x100,,
74.681537475,0x100,,
74.917384875,0x100,,
75.134672100,0x100,,
75.352511925,0x100,,
75.585635425,0x100,,
75.811568900,0x100,,
76.023720400,0x100,,
76.256661875,0x100,,
76.478798825,0x100,,
76.709822525,0x100,,
76.945916975,0x100,,
77.163873800,0x100,,
77.400078775,0x100,,
77.632643200,0x100,,
77.848175200,0x100,,
78.089086825,0x100,,
78.317945750,0x100,,
78.534199325,0x100,,
78.774142350,0x100,,
79.003326300,0x100,,
79.221322150,0x100,,
79.459379875,0x100,,
79.690364600,0x100,,
79.931386775,0x100,,
80.158620450,0x100,,
80.379405200,0x100,,
80.617527950,0x100,,
80.847641550,0x100,,
81.064558250,0x100,,
81.296888675,0x100,,
81.519792750,0x100,,
81.736943475,0x100,,
81.966654025,0x100,,
82.185683550,0x100,,
82.405655675,0x100,,
82.638987250,0x100,,
82.862710450,0x100,,
83.079841675,0x100,,
83.313153750,0x100,,
83.549976325,0x100,,
83.767842175,0x100,,
83.995127900,0x100,,
84.216029675,0x100,,
84.432114275,0x100,,
84.672265325,0x100,,
84.903360600,0x100,,
85.140105175,0x100,,
85.371167925,0x100,,
85.588299175,0x100,,
85.820369575,0x100,,
86.039568125,0x100,,
86.258402625,0x100,,
86.494269575,0x100,,
86.725429850,0x100,,
86.951454400,0x100,,
87.180891925,0x100,,
87.400142475,0x100,,
87.616526125,0x100,,
87.849012600,0x100,,
88.073814975,0x100,,
88.303915600,0x100,,
88.535673975,0x100,,
88.753897375,0x100,,
88.988691675,0x100,,
89.227841625,0x100,,
89.457071125,0x100,,
89.695024900,0x100,,
89.924930500,0x100,,
90.143394475,0x100,,
90.381335225,0x100,,
90.611130325,0x100,,
90.832506700,0x100,,
91.069277325,0x100,,
91.302023825,0x100,,
91.516522225,0x100,,
91.753565875,0x100,,
91.985545275,0x100,,
92.221548775,0x100,,
92.453255150,0x100,,
92.673662900,0x100,,
92.908327200,0x100,,
93.137667250,0x100,,
93.357860475,0x100,,
93.596951925,0x100,,
93.824692725,0x100,,
94.043761275,0x100,,
94.283665350,0x100,,
94.512914375,0x100,,
94.729980650,0x100,,
94.962792200,0x100,,
95.190032450,0x100,,
95.404927400,0x100,,
95.637264400,0x100,,
95.852952475,0x100,,
96.070967875,0x100,,
96.311223000,0x100,,
96.539132850,0x100,,
96.778237300,0x100,,
97.007265325,0x100,,
97.225241725,0x100,,
97.459639525,0x100,,
97.694394850,0x100,,
97.913450425,0x100,,
98.152327350,0x100,,
98.380367225,0x100,,
98.600638475,0x100,,
98.838722300,0x100,,
99.069869600,0x100,,
99.286792875,0x100,,
99.518843825,0x100,,
99.741806475,0x100,,
99.975775200,0x100,,
100.212649850,0x100,,
100.441924900,0x100,,
100.678116950,0x100,,
100.911962175,0x100,,
101.126993675,0x100,,
101.367099300,0x100,,
101.595132675,0x100,,
101.812016950,0x100,,
102.049067125,0x100,,
102.270463050,0x100,,
102.487262825,0x100,,
102.720275925,0x100,,
102.938278350,0x100,,
103.154226500,0x100,,
103.394306125,0x100,,
103.623704700,0x100,,
103.860527350,0x100,,
104.090511025,0x100,,
104.310626250,0x100,,
104.548372050,0x100,,
104.779629900,0x100,,
104.999777650,0x100,,
105.236496300,0x100,,
105.464016125,0x100,,
105.684820475,0x100,,
105.919894375,0x100,,
106.150970200,0x100,,
106.369791775,0x100,,
106.606627450,0x100,,
106.835974025,0x100,,
107.055822750,0x100,,
107.293289000,0x100,,
107.523227175,0x100,,
107.764060925,0x100,,
107.993394500,0x100,,
108.210200775,0x100,,
108.451307575,0x100,,
108.678450350,0x100,,
108.899235200,0x100,,
109.136181375,0x100,,
109.368284375,0x100,,
109.583562950,0x100,,
109.821315250,0x100,,
110.050349800,0x100,,
110.268248250,0x100,,
110.507528275,0x100,,
110.739832800,0x100,,
110.978644750,0x100,,
111.208875475,0x100,,
111.425538750,0x100,,
111.660651675,0x100,,
111.893801325,0x100,,
112.111862300,0x100,,
112.347885375,0x100,,
112.581015525,0x100,,
112.796723150,0x100,,
113.036113700,0x100,,
113.268125700,0x100,,
113.484918975,0x100,,
113.717191025,0x100,,
113.939978175,0x100,,
114.159319825,0x100,,
114.388165875,0x100,,
114.607286500,0x100,,
114.825145950,0x100,,
115.061234050,0x100,,
115.285288875,0x100,,
115.512379675,0x100,,
115.745633350,0x100,,
115.968388000,0x100,,
116.198904775,0x100,,
116.435532450,0x100,,
116.656258825,0x100,,
116.884422275,0x100,,
117.102444250,0x100,,
117.324607325,0x100,,
117.554799075,0x100,,
117.772606525,0x100,,
117.993872475,0x100,,
118.228991925,0x100,,
118.464767975,0x100,,
118.682959000,0x100,,
118.911961050,0x100,,
119.132856450,0x100,,
119.352549175,0x100,,
119.588201725,0x100,,
119.821130350,0x100,,
120.056119800,0x100,,
120.288235825,0x006,,
120.289379825,0x106,,
120.504119000,0x100,,
120.739934050,0x100,,
120.973077225,0x100,,
121.045952725,0x100,,
121.283282550,0x100,,
121.523069675,0x100,,
121.753222425,0x100,,
121.991104775,0x100,,
122.219235750,0x100,,
122.439253525,0x100,,
122.677369925,0x100,,
122.907425175,0x100,,
123.124446025,0x100,,
123.358518825,0x100,,
123.582658200,0x100,,
123.800751675,0x100,,
124.031821100,0x100,,
124.247840800,0x100,,
124.466935425,0x100,,
124.706826575,0x100,,
124.939027125,0x100,,
125.156132475,0x100,,
125.386863800,0x100,,
125.610236050,0x100,,
125.839290125,0x100,,
126.073102900,0x100,,
126.294433850,0x100,,
126.526439350,0x100,,
126.764263200,0x100,,
126.982265675,0x100,,
127.213133525,0x100,,
127.430277875,0x100,,
127.650445175,0x100,,
127.887365375,0x100,,
128.118272225,0x100,,
128.339635700,0x100,,
128.574423600,0x100,,
128.807605775,0x100,,
129.024646125,0x100,,
129.261553350,0x100,,
129.491511050,0x100,,
129.709780075,0x100,,
129.942884250,0x100,,
130.167933750,0x100,,
130.396103700,0x100,,
130.634779175,0x100,,
130.851917025,0x100,,
131.084098075,0x100,,
131.316240100,0x100,,
131.535133225,0x100,,
131.770129150,0x100,,
131.988313675,0x100,,
132.206030125,0x100,,
132.442859325,0x100,,
132.675111900,0x100,,
132.892347275,0x100,,
133.126303075,0x100,,
133.348303650,0x100,,
133.567346300,0x100,,
133.799332300,0x100,,
134.016249150,0x100,,
134.254482550,0x100,,
134.484498800,0x100,,
134.704035500,0x100,,
134.943601625,0x100,,
135.170666425,0x100,,
135.387973325,0x100,,
135.627708450,0x100,,
135.859635975,0x006,,
135.860779975,0x106,,
136.075551675,0x100,,
136.312647425,0x100,,
136.541669025,0x100,,
136.763006500,0x100,,
136.994648000,0x100,,
137.216837100,0x100,,
137.431862175,0x100,,
137.665388925,0x100,,
137.884899650,0x100,,
138.118536925,0x100,,
138.352590250,0x100,,
138.569871150,0x100,,
138.809983350,0x100,,
139.039271500,0x100,,
139.258041100,0x100,,
139.495136875,0x100,,
139.726407800,0x100,,
139.943337650,0x100,,
140.181207025,0x100,,
140.413297075,0x100,,
140.630324425,0x100,,
140.870339100,0x100,,
