Time [s],Value,Parity Error,Framing Error
87.221406100,0x012,,
87.425273700,0x112,,
87.426419600,0x012,,
87.630287200,0x112,,
87.631433100,0x012,,
87.835300600,0x112,,
87.836446600,0x012,,
87.940307500,0x130,,
87.941453500,0x030,,
88.045314400,0x112,,
88.046460400,0x012,,
88.250327900,0x112,,
88.251473800,0x012,,
88.455341400,0x112,,
88.456487300,0x012,,
88.660354900,0x112,,
88.661500800,0x012,,
88.865368300,0x112,,
88.866514200,0x012,,
89.070381800,0x112,,
89.071527700,0x012,,
89.275395300,0x112,,
89.276541200,0x012,,
89.480408800,0x108,,
89.481554700,0x008,,
89.505410400,0x112,,
89.506556300,0x012,,
89.690422600,0x112,,
89.691568500,0x012,,
89.895436000,0x112,,
89.896581900,0x012,,
90.100449500,0x112,,
90.101595400,0x012,,
90.305463000,0x112,,
90.306608900,0x012,,
90.510476400,0x130,,
90.511622400,0x030,,
90.535478100,0x112,,
90.536624000,0x012,,
90.720490300,0x112,,
90.721636200,0x012,,
90.925503700,0x112,,
90.926649600,0x012,,
91.130517200,0x112,,
91.131663100,0x012,,
91.335530700,0x112,,
91.336676600,0x012,,
91.540544100,0x112,,
91.541690100,0x012,,
91.745661800,0x112,,
91.746807700,0x012,,
91.950675300,0x112,,
91.951821200,0x012,,
92.055682200,0x108,,
92.056828100,0x008,,
92.160689100,0x112,,
92.161835000,0x012,,
92.365702600,0x112,,
92.366848500,0x012,,
92.570716000,0x112,,
92.571861900,0x012,,
92.775729500,0x112,,
92.776875400,0x012,,
92.980743000,0x112,,
92.981888900,0x012,,
93.085749900,0x130,,
93.086895800,0x030,,
93.190756800,0x112,,
93.191902700,0x012,,
93.395770300,0x112,,
93.396916200,0x012,,
93.600783700,0x112,,
93.601929600,0x012,,
93.805797200,0x112,,
93.806943100,0x012,,
94.010810700,0x112,,
94.011956600,0x012,,
94.215824200,0x112,,
94.216970100,0x012,,
94.420837600,0x112,,
94.421983600,0x012,,
94.625851100,0x108,,
94.626997000,0x008,,
94.650852800,0x112,,
94.651998700,0x012,,
94.835864900,0x112,,
94.837010800,0x012,,
95.040878400,0x112,,
95.042024300,0x012,,
95.245891900,0x112,,
95.247037800,0x012,,
95.450905400,0x112,,
95.452051300,0x012,,
95.655918800,0x130,,
95.657064700,0x030,,
95.680920500,0x112,,
