Time,Label,Data,ReplyTime(ms)
17.016982900,RX,12* 12,
17.021918275,TX,00*,2.689475
17.121989175,RX,12* 12,
17.126921350,TX,00*,2.686275
17.226995475,RX,12* 12,
17.231924425,TX,00*,2.683050
17.332001775,RX,12* 12,
17.337246050,TX,00*,2.998375
17.437008050,RX,12* 12,
17.441924075,TX,00*,2.670125
17.542014375,RX,12* 12,
17.546940150,TX,00*,2.679900
17.647020650,RX,08* 08,
17.672022150,RX,12* 12,
17.676939300,TX,00*,2.671250
17.757027225,RX,12* 12,
17.761991025,TX,00*,2.717900
17.862033525,RX,12* 12,
17.866961575,TX,00*,2.682150
17.967039825,RX,12* 12,
17.971971150,TX,00*,2.685425
18.072046100,RX,12* 12,
18.076993725,TX,00*,2.701725
18.177052400,RX,12* 12,
18.181977300,TX,00*,2.679000
18.282058700,RX,12* 12,
18.286973875,TX,00*,2.669275
18.387064975,RX,12* 12,
18.391970450,TX,00*,2.659575
18.492071275,RX,12* 12,
18.496993025,TX,00*,2.675850
18.597077575,RX,12* 12,
18.602002600,TX,00*,2.679125
18.702083850,RX,30* 30,
18.727085350,RX,12* 12,
18.731982250,TX,00*,2.651000
18.812090450,RX,12* 12,
18.817320000,TX,00*,2.983650
18.917096750,RX,12* 12,
18.922024025,TX,00*,2.681375
19.022103025,RX,12* 12,
19.027040100,TX,00*,2.691175
19.127109325,RX,12* 12,
19.132023675,TX,00*,2.668450
19.232115625,RX,12* 12,
19.237046250,TX,00*,2.684725
19.337121900,RX,12* 12,
19.342049325,TX,00*,2.681525
19.442128200,RX,12* 12,
19.447143400,TX,00*,2.769300
19.547134500,RX,12* 12,
19.552048975,TX,00*,2.668575
19.652140775,RX,12* 12,
19.657065050,TX,00*,2.678375
19.757147075,RX,12* 12,
19.762074600,TX,00*,2.681625
19.862153375,RX,12* 12,
19.867077675,TX,00*,2.678400
19.967159650,RX,12* 12,
19.972139250,TX,00*,2.733700
20.072165950,RX,12* 12,
20.077122825,TX,00*,2.710975
20.177172225,RX,08* 08,
20.202173725,RX,12* 12,
20.207395025,TX,00*,2.975400
20.287178825,RX,12* 12,
20.292082675,TX,00*,2.657950
20.392185125,RX,12* 12,
20.397118250,TX,00*,2.687225
20.497191400,RX,12* 12,
20.502114825,TX,00*,2.677525
20.602197700,RX,12* 12,
20.607130900,TX,00*,2.687300
20.707204000,RX,12* 12,
20.712153475,TX,00*,2.703575
20.812210275,RX,12* 12,
20.817143550,TX,00*,2.687375
20.917216575,RX,12* 12,
20.922140125,TX,00*,2.677650
21.022222875,RX,12* 12,
21.027136675,TX,00*,2.667900
21.127229150,RX,12* 12,
21.132191775,TX,00*,2.716725
21.232235450,RX,30* 30,
21.257236950,RX,12* 12,
21.262132425,TX,00*,2.649575
21.342242025,RX,12* 12,
21.347171125,TX,00*,2.683200
21.447248325,RX,12* 12,
21.452180700,TX,00*,2.686475
21.552254625,RX,12* 12,
21.557151250,TX,00*,2.650725
21.657260900,RX,12* 12,
21.662154325,TX,00*,2.647525
21.762267200,RX,12* 12,
21.767176900,TX,00*,2.663800
21.867273500,RX,12* 12,
21.872192975,TX,00*,2.673575
21.972279775,RX,12* 12,
21.977215550,TX,00*,2.689875
22.077390250,RX,12* 12,
22.082348650,TX,00*,2.712500
22.182396525,RX,12* 12,
22.187293200,TX,00*,2.650775
22.287402825,RX,12* 12,
22.292354775,TX,00*,2.706050
22.392409100,RX,12* 12,
22.397338350,TX,00*,2.683325
22.497415400,RX,12* 12,
22.502308900,TX,00*,2.647600
22.602421700,RX,12* 12,
22.607350975,TX,00*,2.683375
22.707427975,RX,08* 08,
22.732429475,RX,12* 12,
22.737337150,TX,00*,2.661775
22.817434575,RX,12* 12,
22.822362850,TX,00*,2.682375
22.922440875,RX,12* 12,
22.927378925,TX,00*,2.692150
23.027447150,RX,12* 12,
23.032375475,TX,00*,2.682425
23.132453450,RX,12* 12,
23.137398050,TX,00*,2.698700
23.237459725,RX,12* 12,
23.242388125,TX,00*,2.682500
23.342466025,RX,12* 12,
23.347553725,TX,00*,2.841800
23.447472325,RX,12* 12,
23.452400775,TX,00*,2.682550
23.552478600,RX,12* 12,
23.557416850,TX,00*,2.692350
23.657484900,RX,12* 12,
23.662374400,TX,00*,2.643600
23.762491175,RX,30* 30,
23.787492675,RX,12* 12,
23.792386575,TX,00*,2.648000
23.872497775,RX,12* 12,
23.877425250,TX,00*,2.681575
23.977504050,RX,12* 12,
23.982512850,TX,00*,2.762875
24.082510350,RX,12* 12,
24.088244025,TX,00*,3.487775
24.187516650,RX,12* 12,
24.192421475,TX,00*,2.658925
24.292522925,RX,12* 12,
24.297437550,TX,00*,2.668725
24.397529225,RX,12* 12,
24.402447125,TX,00*,2.672000
24.502535500,RX,12* 12,
24.507424175,TX,00*,2.642775
24.607541800,RX,12* 12,
24.612524775,TX,00*,2.737075
24.712548100,RX,12* 12,
24.717488825,TX,00*,2.694825
24.817554375,RX,12* 12,
24.822452900,TX,00*,2.652625
24.922560675,RX,12* 12,
24.927462450,TX,00*,2.655875
25.027566950,RX,12* 12,
25.032498025,TX,00*,2.685175
25.132573250,RX,12* 12,
25.137514100,TX,00*,2.694950
25.237579525,RX,08* 08,
25.262581025,RX,12* 12,
25.267493750,TX,00*,2.666825
25.347586125,RX,12* 12,
25.352486950,TX,00*,2.654925
25.452592425,RX,12* 12,
25.457483525,TX,00*,2.645200
25.557598700,RX,12* 12,
25.562519100,TX,00*,2.674500
25.662605000,RX,12* 12,
25.667515675,TX,00*,2.664775
25.767611275,RX,12* 12,
25.772622750,TX,00*,2.765575
25.872617575,RX,12* 12,
25.877508800,TX,00*,2.645325
25.977623875,RX,12* 12,
25.982544375,TX,00*,2.674600
26.082630150,RX,12* 12,
26.087560450,TX,00*,2.684400
26.187636450,RX,12* 12,
26.192622025,TX,00*,2.739675
26.292642725,RX,30* 30,
26.317644225,RX,12* 12,
26.322556175,TX,00*,2.666050
26.402649325,RX,12* 12,
26.407568850,TX,00*,2.673625
26.507655600,RX,12* 12,
26.512571925,TX,00*,2.670400
26.612661900,RX,12* 12,
26.617588000,TX,00*,2.680200
26.717668200,RX,12* 12,
26.722584575,TX,00*,2.670475
26.822674475,RX,12* 12,
26.827607150,TX,00*,2.686775
26.927680775,RX,12* 12,
26.932597200,TX,00*,2.670525
27.032687050,RX,12* 12,
27.037632800,TX,00*,2.699850
27.137693350,RX,12* 12,
27.142655350,TX,00*,2.716100
27.242699650,RX,12* 12,
27.247599925,TX,00*,2.654375
27.347705925,RX,12* 12,
27.353454600,TX,00*,3.502775
27.452712225,RX,12* 12,
27.457768575,TX,00*,2.810450
27.557718500,RX,12* 12,
27.562622125,TX,00*,2.657725
27.662724800,RX,12* 12,
27.667625200,TX,00*,2.654500
27.767835250,RX,08* 08,
27.792732575,RX,12* 12,
27.797656850,TX,00*,2.678375
27.877841850,RX,12* 12,
27.882767050,TX,00*,2.679300
27.982848125,RX,12* 12,
27.987750625,TX,00*,2.656575
28.087854425,RX,12* 12,
28.092766700,TX,00*,2.666375
28.192860725,RX,12* 12,
28.197789275,TX,00*,2.682650
28.297867000,RX,12* 12,
28.302772825,TX,00*,2.659925
28.402873300,RX,12* 12,
28.408061950,TX,00*,2.942750
28.507879575,RX,12* 12,
28.512830975,TX,00*,2.705500
28.612885875,RX,12* 12,
28.618094100,TX,00*,2.962325
28.717892175,RX,12* 12,
28.722791600,TX,00*,2.653525
28.822898450,RX,30* 30,
28.847899950,RX,12* 12,
28.852790775,TX,00*,2.644925
28.932905050,RX,12* 12,
28.937816450,TX,00*,2.665500
29.037911325,RX,12* 12,
29.042813025,TX,00*,2.655800
29.142917625,RX,12* 12,
29.147816100,TX,00*,2.652575
29.247923925,RX,12* 12,
29.252819175,TX,00*,2.649350
29.352930200,RX,12* 12,
29.357841725,TX,00*,2.665625
29.457936500,RX,12* 12,
29.462831800,TX,00*,2.649400
29.562942775,RX,12* 12,
29.567841375,TX,00*,2.652700
29.667949075,RX,12* 12,
29.672850950,TX,00*,2.655975
29.772955350,RX,12* 12,
29.777893025,TX,00*,2.691750
29.877961650,RX,12* 12,
29.882863575,TX,00*,2.656025
29.982967950,RX,12* 12,
29.987879650,TX,00*,2.665800
30.087974225,RX,12* 12,
30.092882700,TX,00*,2.662575
30.192980525,RX,12* 12,
30.197892275,TX,00*,2.665850
30.297986800,RX,08* 08,
30.322988300,RX,12* 12,
30.327884950,TX,00*,2.650750
30.407993400,RX,12* 12,
30.412891125,TX,00*,2.651825
30.512999700,RX,12* 12,
30.517900700,TX,00*,2.655100
30.618005975,RX,12* 12,
30.623072775,TX,00*,2.820900
30.723012275,RX,12* 12,
30.727926325,TX,00*,2.668150
30.828018550,RX,12* 12,
30.833429975,TX,00*,3.165525
30.933024850,RX,12* 12,
30.937958475,TX,00*,2.687725
31.038031125,RX,12* 12,
31.042935525,TX,00*,2.658475
31.143037425,RX,12* 12,
31.147938600,TX,00*,2.655275
31.248043725,RX,12* 12,
31.252948175,TX,00*,2.658550
31.353050000,RX,30* 30,
31.378051500,RX,12* 12,
31.382934325,TX,00*,2.636925
31.463056600,RX,12* 12,
31.467973025,TX,00*,2.670525
31.568062875,RX,12* 12,
31.572976075,TX,00*,2.667300
31.673069175,RX,12* 12,
31.678037650,TX,00*,2.722575
31.778075475,RX,12* 12,
31.783014725,TX,00*,2.693350
31.883081750,RX,12* 12,
31.887985300,TX,00*,2.657650
31.988088050,RX,12* 12,
31.992994850,TX,00*,2.660900
32.093094325,RX,12* 12,
32.097997925,TX,00*,2.657700
32.198100625,RX,12* 12,
32.203014000,TX,00*,2.667475
32.303106900,RX,12* 12,
32.308010550,TX,00*,2.657725
32.408113200,RX,12* 12,
32.413156650,TX,00*,2.797550
32.513119500,RX,12* 12,
32.518023200,TX,00*,2.657800
32.618125775,RX,12* 12,
32.623032750,TX,00*,2.661075
32.723132075,RX,12* 12,
32.728035825,TX,00*,2.657850
32.828138350,RX,08* 08,
32.853139850,RX,12* 12,
32.858028475,TX,00*,2.642725
32.938144950,RX,12* 12,
32.943047675,TX,00*,2.656825
33.043151225,RX,12* 12,
33.048128750,TX,00*,2.731600
33.148157525,RX,12* 12,
33.153053800,TX,00*,2.650375
33.253163825,RX,12* 12,
33.258069875,TX,00*,2.660150
33.358170100,RX,12* 12,
33.363072925,TX,00*,2.656925
33.463176400,RX,12* 12,
33.468076000,TX,00*,2.653700
33.568286850,RX,12* 12,
33.573209075,TX,00*,2.676325
33.673293150,RX,12* 12,
33.678238150,TX,00*,2.699100
33.778299425,RX,12* 12,
33.783202225,TX,00*,2.656900
33.883305725,RX,30* 30,
33.908203050,RX,12* 12,
33.913103850,TX,00*,2.654900
33.993312325,RX,12* 12,
33.998214050,TX,00*,2.655825
34.098318600,RX,12* 12,
34.103217125,TX,00*,2.652625
34.203324900,RX,12* 12,
34.208226700,TX,00*,2.655900
34.308331175,RX,12* 12,
34.313262275,TX,00*,2.685200
34.413337475,RX,12* 12,
34.418258825,TX,00*,2.675450
34.518343750,RX,12* 12,
34.523261900,TX,00*,2.672250
34.623350050,RX,12* 12,
34.628245450,TX,00*,2.649500
34.728356325,RX,12* 12,
34.733255025,TX,00*,2.652775
34.833362625,RX,12* 12,
34.838264600,TX,00*,2.656075
34.938368925,RX,12* 12,
34.943280650,TX,00*,2.665825
35.043375200,RX,12* 12,
35.048764800,TX,00*,3.143700
35.148381500,RX,12* 12,
35.153286775,TX,00*,2.659375
35.253387775,RX,12* 12,
35.258289850,TX,00*,2.656175
35.358394075,RX,08* 08,
35.383395575,RX,12* 12,
35.388289000,TX,00*,2.647525
35.468400650,RX,12* 12,
35.473308200,TX,00*,2.661650
35.573406950,RX,12* 12,
35.578311275,TX,00*,2.658425
35.678413250,RX,12* 12,
35.683379350,TX,00*,2.720200
35.783419525,RX,12* 12,
35.788330400,TX,00*,2.664975
35.888425825,RX,12* 12,
35.893326975,TX,00*,2.655250
35.993432100,RX,12* 12,
35.998330025,TX,00*,2.652025
36.098438400,RX,12* 12,
36.103339600,TX,00*,2.655300
36.203444675,RX,12* 12,
36.208342650,TX,00*,2.652075
36.308450975,RX,12* 12,
36.313345725,TX,00*,2.648850
36.413457250,RX,30* 30,
36.438458750,RX,12* 12,
36.443357875,TX,00*,2.653225
36.523463850,RX,12* 12,
36.528370550,TX,00*,2.660800
36.628470150,RX,12* 12,
36.633373625,TX,00*,2.657575
36.733476425,RX,12* 12,
36.738370200,TX,00*,2.647875
36.838482725,RX,12* 12,
36.843386250,TX,00*,2.657625
36.943489000,RX,12* 12,
36.948395825,TX,00*,2.660925
37.048495300,RX,12* 12,
37.053398900,TX,00*,2.657700
37.153501575,RX,12* 12,
37.158414950,TX,00*,2.667475
37.258507875,RX,12* 12,
37.263437525,TX,00*,2.683750
37.363514150,RX,12* 12,
37.368421075,TX,00*,2.661000
37.468520450,RX,12* 12,
37.473424150,TX,00*,2.657800
37.573526750,RX,12* 12,
37.578466225,TX,00*,2.693575
37.678533025,RX,12* 12,
37.683436775,TX,00*,2.657850
37.783539325,RX,12* 12,
37.788446350,TX,00*,2.661125
37.888545600,RX,08* 08,
37.913547100,RX,12* 12,
37.918445500,TX,00*,2.652500
37.998552200,RX,12* 12,
38.003484200,TX,00*,2.686100
38.103558475,RX,12* 12,
38.108461250,TX,00*,2.656875
38.208564775,RX,12* 12,
38.213470825,TX,00*,2.660150
38.313571050,RX,12* 12,
38.318473875,TX,00*,2.656900
38.418577350,RX,12* 12,
38.423483450,TX,00*,2.660200
38.523583650,RX,12* 12,
38.528480000,TX,00*,2.650450
38.628589925,RX,12* 12,
38.633496075,TX,00*,2.660250
38.733596225,RX,12* 12,
38.738531650,TX,00*,2.689525
38.838602500,RX,12* 12,
38.843508700,TX,00*,2.660300
38.943712975,RX,30* 30,
38.968610300,RX,12* 12,
38.973507850,TX,00*,2.651650
39.053615375,RX,12* 12,
39.058520550,TX,00*,2.659275
39.158621675,RX,12* 12,
39.163517100,TX,00*,2.649525
39.263627950,RX,12* 12,
39.268526675,TX,00*,2.652825
39.368738425,RX,12* 12,
39.373640250,TX,00*,2.655925
39.473744700,RX,12* 12,
39.478643325,TX,00*,2.652725
39.578751000,RX,12* 12,
39.583646375,TX,00*,2.649475
39.683757300,RX,12* 12,
39.688655950,TX,00*,2.652750
39.788763575,RX,12* 12,
39.793659000,TX,00*,2.649525
39.893769875,RX,12* 12,
39.898668575,TX,00*,2.652800
39.998776150,RX,12* 12,
40.003671625,TX,00*,2.649575
40.103782450,RX,12* 12,
40.108687700,TX,00*,2.659350
40.208788725,RX,12* 12,
40.213684250,TX,00*,2.649625
40.313795025,RX,12* 12,
40.318732825,TX,00*,2.691900
40.418801300,RX,08* 08,
40.443802800,RX,12* 12,
40.448699475,TX,00*,2.650775
40.528807900,RX,12* 12,
40.533731675,TX,00*,2.677875
40.633814175,RX,12* 12,
40.638721725,TX,00*,2.661625
40.738820475,RX,12* 12,
40.743718300,TX,00*,2.651925
40.843826775,RX,12* 12,
40.848727850,TX,00*,2.655175
40.948833050,RX,12* 12,
40.953737425,TX,00*,2.658475
41.053839350,RX,12* 12,
41.058740475,TX,00*,2.655225
41.158845625,RX,12* 12,
41.163750050,TX,00*,2.658525
41.263851925,RX,12* 12,
41.269136675,TX,00*,3.038850
41.368858200,RX,12* 12,
41.373769175,TX,00*,2.665075
41.473864500,RX,30* 30,
41.498866000,RX,12* 12,
41.503761825,TX,00*,2.649925
41.583871075,RX,12* 12,
41.589112550,TX,00*,2.995575
41.688877375,RX,12* 12,
41.693784075,TX,00*,2.660800
41.793883650,RX,12* 12,
41.799157700,TX,00*,3.028150
41.898889950,RX,12* 12,
41.903790200,TX,00*,2.654350
42.003896225,RX,12* 12,
42.009137800,TX,00*,2.995650
42.108902525,RX,12* 12,
42.113841825,TX,00*,2.693400
42.213908825,RX,12* 12,
42.219228450,TX,00*,3.073725
42.318915100,RX,12* 12,
42.323821950,TX,00*,2.660950
42.423921400,RX,12* 12,
42.429208575,TX,00*,3.041275
42.528927675,RX,12* 12,
42.533834575,TX,00*,2.661000
42.633933975,RX,12* 12,
42.639240700,TX,00*,3.060825
42.738940250,RX,12* 12,
42.743853700,TX,00*,2.667550
42.843946550,RX,12* 12,
42.849285825,TX,00*,3.093375
42.948952825,RX,08* 08,
42.973954325,RX,12* 12,
42.979206975,TX,00*,3.006750
43.058959425,RX,12* 12,
43.063888100,TX,00*,2.682775
43.163965700,RX,12* 12,
43.170113350,TX,00*,3.901750
43.268972000,RX,12* 12,
43.273881225,TX,00*,2.663325
43.373978275,RX,12* 12,
43.378877800,TX,00*,2.653625
43.478984575,RX,12* 12,
43.483880850,TX,00*,2.650375
43.583990850,RX,12* 12,
43.588896925,TX,00*,2.660175
43.688997150,RX,12* 12,
43.693893475,TX,00*,2.650425
43.794003425,RX,12* 12,
43.799104575,TX,00*,2.855250
43.899009725,RX,12* 12,
43.903912600,TX,00*,2.656975
44.004016000,RX,30* 30,
44.029017500,RX,12* 12,
44.034119775,TX,00*,2.856375
44.114022600,RX,12* 12,
44.118924450,TX,00*,2.655950
44.219028875,RX,12* 12,
44.223927500,TX,00*,2.652725
44.324035175,RX,12* 12,
44.328943550,TX,00*,2.662450
44.429041450,RX,12* 12,
44.433946625,TX,05 00 00 00 01 06*,2.659275
44.440917175,RX,00,
44.539048050,RX,12* 12,
44.543987900,TX,00*,2.693950
44.644054325,RX,12* 12,
44.648958475,TX,00*,2.658250
44.749060625,RX,12* 12,
44.753961525,TX,00*,2.655000
44.854066900,RX,12* 12,
44.858971075,TX,00*,2.658275
44.959073225,RX,12* 12,
44.963980650,TX,00*,2.661550
45.064183650,RX,12* 12,
45.069087725,TX,00*,2.658175
45.169189950,RX,12* 12,
45.174162300,TX,00*,2.726450
45.274196225,RX,12* 12,
45.279100350,TX,00*,2.658225
45.379202525,RX,12* 12,
45.384103400,TX,00*,2.654975
45.458096225,RX,ff*,
45.484208800,RX,08* 08,
45.509210300,RX,12* 12,
45.514115550,TX,00*,2.659350
45.594215400,RX,12* 12,
45.599121750,TX,00*,2.660450
45.699221675,RX,12* 12,
45.704124800,TX,00*,2.657225
45.804227975,RX,12* 12,
45.809153875,TX,00*,2.680000
45.909234250,RX,12* 12,
45.914247950,TX,00*,2.767800
46.014240550,RX,12* 12,
46.019147000,TX,00*,2.660550
46.119246825,RX,12* 12,
46.124150050,TX,00*,2.657325
46.224253125,RX,12* 12,
46.229159625,TX,00*,2.660600
46.329259400,RX,12* 12,
46.334175675,TX,00*,2.670375
46.434265700,RX,12* 12,
46.440576425,TX,00*,4.064825
46.539271975,RX,30* 30,
46.564273475,RX,12* 12,
46.569184375,TX,00*,2.665000
46.649278575,RX,12* 12,
46.654184075,TX,00*,2.659600
46.754284850,RX,12* 12,
46.759187125,TX,00*,2.656375
46.859291150,RX,12* 12,
46.864196700,TX,00*,2.659650
46.964297425,RX,12* 12,
46.969199750,TX,00*,2.656425
47.069303725,RX,12* 12,
47.074222325,TX,00*,2.672700
47.174310000,RX,12* 12,
47.179439900,TX,00*,2.884000
47.279316300,RX,12* 12,
47.284221925,TX,00*,2.659725
47.384322575,RX,12* 12,
47.389225000,TX,00*,2.656525
47.489328875,RX,12* 12,
47.494234550,TX,00*,2.659775
47.594335150,RX,12* 12,
47.599237625,TX,00*,2.656575
47.699341450,RX,12* 12,
47.704422700,TX,00*,2.835350
47.804347725,RX,12* 12,
47.809308750,TX,00*,2.715125
47.909354025,RX,12* 12,
47.914259800,TX,00*,2.659875
48.014360300,RX,08* 08,
48.039361800,RX,12* 12,
48.044284950,TX,00*,2.677250
48.124366900,RX,12* 12,
48.129278125,TX,00*,2.665325
48.229373175,RX,12* 12,
48.234281200,TX,00*,2.662125
48.334379475,RX,12* 12,
48.339284250,TX,00*,2.658875
48.439385750,RX,12* 12,
48.444371825,TX,00*,2.740175
48.544392050,RX,12* 12,
48.549296875,TX,00*,2.658925
48.649398325,RX,12* 12,
48.654299925,TX,00*,2.655700
48.754404625,RX,12* 12,
48.759309475,TX,00*,2.658950
48.859410900,RX,12* 12,
48.864332050,TX,00*,2.675250
48.964417200,RX,12* 12,
48.969322100,TX,00*,2.659000
49.069423475,RX,30* 30,
49.094424975,RX,12* 12,
49.099321250,TX,00*,2.650375
49.179430075,RX,12* 12,
49.184333950,TX,00*,2.657975
49.284436350,RX,12* 12,
49.289343500,TX,00*,2.661250
49.389442650,RX,12* 12,
49.394353075,TX,00*,2.664525
49.494448925,RX,12* 12,
49.499356125,TX,00*,2.661300
49.599455225,RX,12* 12,
49.604385175,TX,00*,2.684050
49.704461500,RX,12* 12,
49.709388250,TX,00*,2.680850
49.809467775,RX,12* 12,
49.814579825,TX,00*,2.866125
49.914474075,RX,12* 12,
49.919381350,TX,00*,2.661375
