Time,Label,Data,ReplyTime(ms)
43.703841400,TX,00*,2.684800
43.903924000,RX,12* 12,
43.908854400,TX,00*,2.684500
44.108937400,RX,12* 12,
44.113873900,TX,00*,2.690600
44.313950800,RX,12* 12,
44.318932500,TX,04 04*,2.735800
44.321347100,RX,00,
44.418957600,RX,12* 12,
44.423896300,TX,00*,2.692800
44.623971000,RX,12* 12,
44.628902800,TX,00*,2.685900
44.828984300,RX,12* 12,
44.833915800,TX,00*,2.685500
44.933991200,RX,08* 08,
45.038998000,RX,12* 12,
45.043915100,TX,00*,2.671200
45.244011400,RX,12* 12,
45.252081000,TX,00*,5.823700
45.449024800,RX,12* 12,
45.453954100,TX,00*,2.683400
45.654038100,RX,12* 12,
45.658980100,TX,00*,2.696100
45.859051500,RX,12* 12,
45.863993100,TX,00*,2.695700
45.964058400,RX,30* 30,
46.069065200,RX,12* 12,
46.073998900,TX,00*,2.687800
46.274078600,RX,12* 12,
46.278985900,TX,00*,2.661400
46.479091900,RX,12* 12,
46.484037900,TX,00*,2.700100
46.684105300,RX,12* 12,
46.689031400,TX,00*,2.680200
46.889118700,RX,12* 12,
46.894070500,TX,00*,2.705900
47.094132000,RX,12* 12,
47.099077000,TX,00*,2.699000
