Time,Label,Data,ReplyTime(ms)
57.101163400,TX,00*,2.690300
57.301240400,RX,30* 30,
57.326242000,RX,12* 12,
57.331152700,TX,00*,2.664800
57.511253900,RX,12* 12,
57.516181600,TX,00*,2.681800
57.716267100,RX,12* 12,
57.721187900,TX,00*,2.674900
57.921280300,RX,12* 12,
57.926382700,TX,00*,2.856500
58.126293500,RX,12* 12,
58.131220000,TX,00*,2.680600
58.331306700,RX,12* 12,
58.336245700,TX,00*,2.693100
58.536319800,RX,12* 12,
58.541245500,TX,00*,2.679700
58.741333000,RX,12* 12,
58.746264800,TX,00*,2.685900
58.946346200,RX,08* 08,
58.971347800,RX,12* 12,
58.976260600,TX,00*,2.666900
59.156359700,RX,12* 12,
59.161283100,TX,00*,2.677500
59.361372900,RX,12* 12,
59.366308800,TX,00*,2.690000
59.566386100,RX,12* 12,
59.571308600,TX,00*,2.676600
59.771399300,RX,12* 12,
59.776327900,TX,00*,2.682700
59.876406000,RX,30* 30,
59.981412800,RX,12* 12,
59.986573900,TX,00*,2.915200
60.186426000,RX,12* 12,
60.191365600,TX,00*,2.693700
60.391439200,RX,12* 12,
60.396384900,TX,00*,2.699800
60.596452400,RX,12* 12,
60.601371700,TX,04 04*,2.673400
60.603744500,RX,00,
60.701459100,RX,12* 12,
60.706419900,TX,00*,2.714900
60.906472300,RX,12* 12,
60.911380700,TX,00*,2.662500
61.111485500,RX,12* 12,
61.116413000,TX,00*,2.681600
61.316498700,RX,12* 12,
61.321406300,TX,00*,2.661700
61.521616000,RX,08* 08,
61.546513500,RX,12* 12,
61.551441100,TX,00*,2.681700
61.731629500,RX,12* 12,
61.736574100,TX,00*,2.698700
61.936642700,RX,12* 12,
61.941567300,TX,00*,2.678700
62.141655900,RX,12* 12,
62.146580100,TX,00*,2.678300
62.346669100,RX,12* 12,
62.351618900,TX,00*,2.703900
62.451675900,RX,30* 30,
62.556682600,RX,12* 12,
62.561598400,TX,00*,2.669900
62.761695800,RX,12* 12,
62.766624200,TX,00*,2.682500
62.966709000,RX,12* 12,
62.971630500,TX,00*,2.675600
