Time[s], 通道 0, 通道 1
2.4957987, 0, 0
2.4958243, 0, 1
2.4958334, 0, 0
2.4958762, 0, 1
2.4958941, 0, 0
2.4959109, 0, 1
2.4959201, 0, 0
2.4960930, 0, 1
2.4961021, 0, 0
2.4961363, 0, 1
2.4961455, 0, 0
2.4961710, 0, 1
2.4961801, 0, 0
2.4963096, 0, 1
2.4963188, 0, 0
2.4963530, 0, 1
2.4963622, 0, 0
2.4964397, 0, 1
2.4964488, 0, 0
2.4966044, 0, 1
2.4966135, 0, 0
2.4966910, 0, 1
2.4967002, 0, 0
2.4968644, 0, 1
2.4968736, 0, 0
2.4969164, 0, 1
2.4969256, 0, 0
2.4969512, 0, 1
2.4969602, 0, 0
2.4971332, 0, 1
2.4971423, 0, 0
2.4972198, 0, 1
2.4972289, 0, 0
2.4973932, 0, 1
2.4974023, 0, 0
2.4974799, 0, 1
2.4974890, 0, 0
2.4976446, 0, 1
2.4976537, 0, 0
2.4977399, 0, 1
2.4977490, 0, 0
2.4978699, 0, 1
2.4978790, 0, 0
2.4979133, 0, 1
2.4979224, 0, 0
2.4979912, 0, 1
2.4980004, 0, 0
2.4981472, 0, 1
2.4981564, 0, 0
2.4983380, 0, 1
2.4983471, 0, 0
2.4984333, 0, 1
2.4984424, 0, 0
2.4985978, 0, 1
2.4986071, 0, 0
2.4986846, 0, 1
2.4986938, 0, 0
2.4988581, 0, 1
2.4988672, 0, 0
2.4990314, 0, 1
2.4990405, 0, 0
2.4990833, 0, 1
2.4990925, 0, 0
2.4991181, 0, 1
2.4991272, 0, 0
2.4992828, 0, 1
2.4993006, 0, 0
2.4993695, 0, 1
2.4993873, 0, 0
2.4995255, 0, 1
2.4995346, 0, 0
2.4995602, 0, 1
2.4995693, 0, 0
2.4996469, 0, 1
2.4996560, 0, 0
2.4998114, 0, 1
2.4998206, 0, 0
2.4998982, 0, 1
2.4999073, 0, 0
2.5000455, 0, 1
2.5000547, 0, 0
2.5000802, 0, 1
2.5000894, 0, 0
2.5001235, 0, 1
2.5001327, 0, 0
2.5001669, 0, 1
2.5001760, 0, 0
2.5002969, 0, 1
2.5003060, 0, 0
2.5003403, 0, 1
2.5003494, 0, 0
2.5004270, 0, 1
2.5004361, 0, 0
2.5006003, 0, 1
2.5006094, 0, 0
2.5006697, 0, 1
2.5006875, 0, 0
2.5008604, 0, 1
2.5008695, 0, 0
2.5009470, 0, 1
2.5009561, 0, 0
2.5010857, 0, 1
2.5010948, 0, 0
2.5011204, 0, 1
2.5011295, 0, 0
2.5011983, 0, 1
2.5012075, 0, 0
2.5013804, 0, 1
2.5013895, 0, 0
2.5014237, 0, 1
2.5014329, 0, 0
2.5014584, 0, 1
2.5014676, 0, 0
2.5016405, 0, 1
2.5016496, 0, 0
2.5017184, 0, 1
2.5017276, 0, 0
2.5019005, 0, 1
2.5019096, 0, 0
2.5019872, 0, 1
2.5019963, 0, 0
2.5021605, 0, 1
2.5021696, 0, 0
2.5022385, 0, 1
2.5022477, 0, 0
2.5023945, 0, 1
2.5024037, 0, 0
2.5025678, 0, 1
2.5025770, 0, 0
2.5027066, 0, 1
2.8177467, 0, 0
2.8178586, 0, 1
2.8178764, 0, 0
2.8179453, 0, 1
2.8179544, 0, 0
2.8180232, 0, 1
2.8180498, 0, 0
2.8181359, 0, 1
2.8181538, 0, 0
2.8186474, 0, 1
2.8186565, 0, 0
2.8187166, 0, 1
2.8187258, 0, 0
2.8187515, 0, 1
2.8187605, 0, 0
2.8188207, 0, 1
2.8188299, 0, 0
2.8189248, 0, 1
2.8189339, 0, 0
2.8190027, 0, 1
2.8190206, 0, 0
2.8191588, 0, 1
2.8191766, 0, 0
2.8192801, 0, 1
2.8192892, 0, 0
2.8193495, 0, 1
2.8193760, 0, 0
2.8194448, 0, 1
2.8194627, 0, 0
2.8196268, 0, 1
2.8196360, 0, 0
2.8196874, 0, 1
2.8196966, 0, 0
2.8197134, 0, 1
2.8197226, 0, 0
2.8198002, 0, 1
2.8198093, 0, 0
2.8198435, 0, 1
2.8198614, 0, 0
2.8198869, 0, 1
2.8198960, 0, 0
2.8199736, 0, 1
2.8199827, 0, 0
2.8201469, 0, 1
2.8201560, 0, 0
2.8202336, 0, 1
2.8202427, 0, 0
2.8203203, 0, 1
2.8203294, 0, 0
2.8203983, 0, 1
2.8204161, 0, 0
2.8204936, 0, 1
2.8205028, 0, 0
2.8205369, 0, 1
2.8205461, 0, 0
2.8205717, 0, 1
2.8205895, 0, 0
2.8206236, 0, 1
2.8206328, 0, 0
2.8206584, 0, 1
2.8206762, 0, 0
2.8208143, 0, 1
2.8208409, 0, 0
2.8210051, 0, 1
2.8210142, 0, 0
2.8210831, 0, 1
2.8211096, 0, 0
2.8211783, 0, 1
2.8211875, 0, 0
2.8212651, 0, 1
2.8212742, 0, 0
2.8213518, 0, 1
2.8213609, 0, 0
2.8214298, 0, 1
2.8214476, 0, 0
2.8215252, 0, 1
2.8215342, 0, 0
2.8216118, 0, 1
2.8216209, 0, 0
2.8216985, 0, 1
2.8217076, 0, 0
2.8217852, 0, 1
2.8217943, 0, 0
2.8218544, 0, 1
2.8218636, 0, 0
2.8221059, 0, 1
2.8221237, 0, 0
2.8221926, 0, 1
2.8222017, 0, 0
2.8222705, 0, 1
2.8222971, 0, 0
2.8223832, 0, 1
2.8224011, 0, 0
2.8228947, 0, 1
2.8229038, 0, 0
2.8229639, 0, 1
2.8229731, 0, 0
2.8229987, 0, 1
2.8230078, 0, 0
2.8230679, 0, 1
2.8230771, 0, 0
2.8231720, 0, 1
2.8231811, 0, 0
2.8232500, 0, 1
2.8232679, 0, 0
2.8234061, 0, 1
2.8234239, 0, 0
2.8235274, 0, 1
2.8235365, 0, 0
2.8235968, 0, 1
2.8236233, 0, 0
2.8236920, 0, 1
2.8237099, 0, 0
2.8238740, 0, 1
2.8238832, 0, 0
2.8239347, 0, 1
2.8239439, 0, 0
2.8239607, 0, 1
2.8239699, 0, 0
2.8240475, 0, 1
2.8240566, 0, 0
2.8240908, 0, 1
2.8241086, 0, 0
2.8241342, 0, 1
2.8241433, 0, 0
2.8242208, 0, 1
2.8242299, 0, 0
2.8243508, 0, 1
2.8243600, 0, 0
2.8243855, 0, 1
2.8244034, 0, 0
2.8244722, 0, 1
2.8244900, 0, 0
2.8245242, 0, 1
2.8245333, 0, 0
2.8245589, 0, 1
2.8245767, 0, 0
2.8246456, 0, 1
2.8246634, 0, 0
2.8248015, 0, 1
2.8248281, 0, 0
2.8249923, 0, 1
2.8250014, 0, 0
2.8250703, 0, 1
2.8250968, 0, 0
2.8251309, 0, 1
2.8251401, 0, 0
2.8251657, 0, 1
2.8251747, 0, 0
2.8252176, 0, 1
2.8252268, 0, 0
2.8252610, 0, 1
2.8252701, 0, 0
2.8253389, 0, 1
2.8253481, 0, 0
2.8254083, 0, 1
2.8254174, 0, 0
2.8255470, 0, 1
5.9534595, 1, 1
5.9538772, 0, 1
5.9539803, 1, 1
5.9543981, 0, 1
5.9546054, 1, 1
5.9550232, 0, 1
5.9551262, 1, 1
5.9556482, 0, 1
6.3584862, 1, 1
6.3590081, 0, 1
6.3591112, 1, 1
6.3594248, 0, 1
6.3596321, 1, 1
6.3601540, 0, 1
6.3602571, 1, 1
6.3606749, 0, 1
6.8635195, 1, 1
6.8640414, 0, 1
6.8642487, 1, 1
6.8644581, 0, 1
6.8646654, 1, 1
6.8651874, 0, 1
6.8653946, 1, 1
6.8657082, 0, 1
8.4686253, 1, 1
8.4690431, 0, 1
8.4691462, 1, 1
8.4695640, 0, 1
8.4697712, 1, 1
8.4701890, 0, 1
8.4702921, 1, 1
8.4708141, 0, 1
9.3736850, 1, 1
9.3742070, 0, 1
9.3744142, 1, 1
9.3746237, 0, 1
9.3748309, 1, 1
9.3753529, 0, 1
9.3755601, 1, 1
9.3758737, 0, 1
9.8787183, 1, 1
9.8792403, 0, 1
9.8793433, 1, 1
9.8796569, 0, 1
9.8798642, 1, 1
9.8803862, 0, 1
9.8804892, 1, 1
9.8809070, 0, 1
10.9838953, 1, 1
10.9843131, 0, 1
10.9844162, 1, 1
10.9848340, 0, 1
10.9850412, 1, 1
10.9854590, 0, 1
10.9855621, 1, 1
10.9860841, 0, 1
11.8889550, 1, 1
11.8894769, 0, 1
11.8896842, 1, 1
11.8898936, 0, 1
11.8901009, 1, 1
11.8906228, 0, 1
11.8908301, 1, 1
11.8911437, 0, 1
13.3940542, 1, 1
13.3945761, 0, 1
13.3946792, 1, 1
13.3949928, 0, 1
13.3952001, 1, 1
13.3957220, 0, 1
13.3958251, 1, 1
13.3962429, 0, 1
13.4990611, 1, 1
13.4994789, 0, 1
13.4995819, 1, 1
13.4999997, 0, 1
13.5002070, 1, 1
13.5006248, 0, 1
13.5007279, 1, 1
13.5012498, 0, 1
14.4041207, 1, 1
14.4046427, 0, 1
14.4048499, 1, 1
14.4050594, 0, 1
14.4052666, 1, 1
14.4057886, 0, 1
14.4059958, 1, 1
14.4063094, 0, 1
16.0092264, 1, 1
16.0096442, 0, 1
16.0097473, 1, 1
16.0101651, 0, 1
16.0103723, 1, 1
16.0107901, 0, 1
16.0108932, 1, 1
16.0114152, 0, 1
16.9143902, 1, 1
16.9149122, 0, 1
16.9151194, 1, 1
16.9153289, 0, 1
16.9155361, 1, 1
16.9160581, 0, 1
16.9162653, 1, 1
16.9165789, 0, 1
16.9392877, 1, 1
16.9398096, 0, 1
16.9399127, 1, 1
16.9402263, 0, 1
16.9404336, 1, 1
16.9409555, 0, 1
16.9410586, 1, 1
16.9414764, 0, 1
18.5244962, 1, 1
18.5249140, 0, 1
18.5250171, 1, 1
18.5254348, 0, 1
18.5256421, 1, 1
18.5260599, 0, 1
18.5261630, 1, 1
18.5266849, 0, 1
19.4295558, 1, 1
19.4300777, 0, 1
19.4302850, 1, 1
19.4304944, 0, 1
19.4307017, 1, 1
19.4312236, 0, 1
19.4314309, 1, 1
19.4317445, 0, 1
20.5346285, 1, 1
20.5351504, 0, 1
20.5352535, 1, 1
20.5355671, 0, 1
20.5357744, 1, 1
20.5362963, 0, 1
20.5363994, 1, 1
20.5368172, 0, 1
21.0396617, 1, 1
21.0400795, 0, 1
21.0401826, 1, 1
21.0406004, 0, 1
21.0408076, 1, 1
21.0412254, 0, 1
21.0413285, 1, 1
21.0418504, 0, 1
21.9447212, 1, 1
21.9452432, 0, 1
21.9454505, 1, 1
21.9456599, 0, 1
21.9458671, 1, 1
21.9463891, 0, 1
21.9465964, 1, 1
21.9469100, 0, 1
23.5499310, 1, 1
23.5503488, 0, 1
23.5504519, 1, 1
23.5508696, 0, 1
23.5510769, 1, 1
23.5514947, 0, 1
23.5515978, 1, 1
23.5521197, 0, 1
24.0549642, 1, 1
24.0554862, 0, 1
24.0555892, 1, 1
24.0559029, 0, 1
24.0561101, 1, 1
24.0566321, 0, 1
24.0567351, 1, 1
24.0571529, 0, 1
24.4599908, 1, 1
24.4605128, 0, 1
24.4607200, 1, 1
24.4609295, 0, 1
24.4611367, 1, 1
24.4616587, 0, 1
24.4618660, 1, 1
24.4621796, 0, 1
26.0650964, 1, 1
26.0655142, 0, 1
26.0656172, 1, 1
26.0660350, 0, 1
26.0662423, 1, 1
26.0666601, 0, 1
26.0667632, 1, 1
26.0672851, 0, 1
26.9701559, 1, 1
26.9706779, 0, 1
26.9708851, 1, 1
26.9710946, 0, 1
26.9713018, 1, 1
26.9718238, 0, 1
26.9720310, 1, 1
26.9723446, 0, 1
27.5751957, 1, 1
27.5757176, 0, 1
27.5758207, 1, 1
27.5761343, 0, 1
27.5763416, 1, 1
27.5768636, 0, 1
27.5769666, 1, 1
27.5773844, 0, 1
28.5803659, 1, 1
28.5807837, 0, 1
28.5808868, 1, 1
28.5813046, 0, 1
28.5815119, 1, 1
28.5819296, 0, 1
28.5820327, 1, 1
28.5825547, 0, 1
29.4854255, 1, 1
29.4859474, 0, 1
29.4861547, 1, 1
29.4863641, 0, 1
29.4865714, 1, 1
29.4870933, 0, 1
29.4873006, 1, 1
29.4876142, 0, 1
31.0905310, 1, 1
31.0909488, 0, 1
31.0910519, 1, 1
31.0914697, 0, 1
31.0916769, 1, 1
31.0920947, 0, 1
31.0921978, 1, 1
31.0927197, 0, 1
31.1155326, 1, 1
31.1160546, 0, 1
31.1161577, 1, 1
31.1164713, 0, 1
31.1166786, 1, 1
31.1172005, 0, 1
31.1173036, 1, 1
31.1177214, 0, 1
32.0005908, 1, 1
32.0011128, 0, 1
32.0013201, 1, 1
32.0015295, 0, 1
32.0017368, 1, 1
32.0022587, 0, 1
32.0024660, 1, 1
32.0027796, 0, 1
33.6056964, 1, 1
33.6061142, 0, 1
33.6062173, 1, 1
33.6066351, 0, 1
33.6068423, 1, 1
33.6072601, 0, 1
33.6073632, 1, 1
33.6078851, 0, 1
34.5108601, 1, 1
34.5113820, 0, 1
34.5115893, 1, 1
34.5117988, 0, 1
34.5120060, 1, 1
34.5125280, 0, 1
34.5127352, 1, 1
34.5130488, 0, 1
34.7158736, 1, 1
34.7163955, 0, 1
34.7164986, 1, 1
34.7168122, 0, 1
34.7170195, 1, 1
34.7175414, 0, 1
34.7176445, 1, 1
34.7180623, 0, 1
36.1209660, 1, 1
36.1213838, 0, 1
36.1214868, 1, 1
36.1219046, 0, 1
36.1221119, 1, 1
36.1225297, 0, 1
36.1226327, 1, 1
36.1231547, 0, 1
37.0260255, 1, 1
37.0265474, 0, 1
37.0267547, 1, 1
37.0269641, 0, 1
37.0271714, 1, 1
37.0276933, 0, 1
37.0279006, 1, 1
37.0282142, 0, 1
38.2311047, 1, 1
38.2316267, 0, 1
38.2317298, 1, 1
38.2320434, 0, 1
38.2322506, 1, 1
38.2327726, 0, 1
38.2328757, 1, 1
38.2332935, 0, 1
38.6361313, 1, 1
38.6365491, 0, 1
38.6366522, 1, 1
38.6370700, 0, 1
38.6372773, 1, 1
38.6376950, 0, 1
38.6377981, 1, 1
38.6383201, 0, 1
39.5412950, 1, 1
39.5418170, 0, 1
39.5420242, 1, 1
39.5422337, 0, 1
39.5424409, 1, 1
39.5429629, 0, 1
39.5431701, 1, 1
39.5434838, 0, 1
41.1464005, 1, 1
41.1468183, 0, 1
41.1469214, 1, 1
41.1473392, 0, 1
41.1475464, 1, 1
41.1479642, 0, 1
41.1480673, 1, 1
41.1485893, 0, 1
41.7514403, 1, 1
41.7519623, 0, 1
41.7520654, 1, 1
41.7523790, 0, 1
41.7525862, 1, 1
41.7531082, 0, 1
41.7532113, 1, 1
41.7536291, 0, 1
42.0564604, 1, 1
42.0569823, 0, 1
42.0571896, 1, 1
42.0573990, 0, 1
42.0576063, 1, 1
42.0581282, 0, 1
42.0583355, 1, 1
42.0586491, 0, 1
43.6615659, 1, 1
43.6619837, 0, 1
43.6620867, 1, 1
43.6625045, 0, 1
43.6627118, 1, 1
43.6631296, 0, 1
43.6632326, 1, 1
43.6637546, 0, 1
44.5666254, 1, 1
44.5671473, 0, 1
44.5673546, 1, 1
44.5675640, 0, 1
44.5677713, 1, 1
44.5682932, 0, 1
44.5685005, 1, 1
44.5688141, 0, 1
45.2716717, 1, 1
45.2721937, 0, 1
45.2722967, 1, 1
45.2726104, 0, 1
45.2728176, 1, 1
45.2733396, 0, 1
45.2734426, 1, 1
45.2738604, 0, 1
46.1768354, 1, 1
46.1772531, 0, 1
46.1773562, 1, 1
46.1777740, 0, 1
46.1779813, 1, 1
46.1783991, 0, 1
46.1785021, 1, 1
46.1790241, 0, 1
47.0818948, 1, 1
47.0824168, 0, 1
47.0826240, 1, 1
47.0828335, 0, 1
47.0830407, 1, 1
47.0835627, 0, 1
47.0837700, 1, 1
47.0840836, 0, 1
48.6870003, 1, 1
48.6874181, 0, 1
48.6875212, 1, 1
48.6879390, 0, 1
48.6881462, 1, 1
48.6885640, 0, 1
48.6886671, 1, 1
48.6891891, 0, 1
48.7920072, 1, 1
48.7925292, 0, 1
48.7926323, 1, 1
48.7929459, 0, 1
48.7931531, 1, 1
48.7936751, 0, 1
48.7937782, 1, 1
48.7941960, 0, 1
49.0963476, 1, 1
49.0963479, 0, 1
49.0963481, 1, 1
49.0963485, 0, 0
49.0963486, 0, 1
49.0963487, 1, 1
49.0963491, 0, 1
49.0963492, 1, 1
49.0963497, 0, 1
49.0963498, 1, 1
49.0963501, 0, 1
49.0963503, 0, 0
49.0963504, 0, 1
49.0963505, 1, 1
49.0963508, 0, 1
49.0963509, 1, 1
49.0963511, 0, 1
49.0963512, 1, 1
49.0963517, 0, 1
49.0963518, 0, 0
49.0963520, 0, 1
49.0963521, 1, 1
49.0963523, 0, 1
49.0963524, 0, 0
49.0963525, 1, 1
49.0963526, 0, 1
49.0963527, 1, 1
49.0963532, 0, 1
49.0963534, 1, 1
49.0963538, 0, 1
49.0963539, 0, 0
49.0963540, 0, 1
49.0963542, 1, 1
49.0963545, 0, 1
49.0963547, 1, 1
49.0963548, 0, 1
49.0963549, 1, 1
49.0963554, 0, 1
49.0963555, 0, 0
49.0963556, 0, 1
49.0963558, 1, 1
49.0963562, 0, 1
49.0963563, 1, 1
49.0963564, 0, 1
49.0963566, 1, 1
49.0963570, 0, 1
49.0963571, 1, 1
49.0963573, 0, 1
49.0963574, 1, 1
49.0963575, 0, 1
49.0963577, 0, 0
49.0963578, 0, 1
49.0963579, 1, 1
49.0963584, 0, 1
49.0963585, 1, 1
49.0963586, 0, 1
49.0963588, 0, 0
49.0963589, 0, 1
49.0963590, 1, 1
49.0963597, 0, 0
49.0963598, 0, 1
49.0963599, 0, 0
49.0963600, 0, 1
49.0963601, 1, 1
49.0963605, 0, 1
49.0963606, 1, 1
49.0963607, 0, 1
49.0963609, 0, 0
49.0963611, 0, 1
49.0963613, 1, 1
49.0963614, 0, 1
49.0963615, 1, 1
49.0963619, 0, 1
49.0963620, 1, 1
49.0963622, 0, 0
49.0963623, 1, 1
49.0963624, 0, 1
49.0963626, 1, 1
49.0963628, 0, 0
49.0963629, 1, 1
49.0963631, 0, 1
49.0963633, 0, 0
49.0963634, 0, 1
49.0963635, 1, 1
49.0963637, 0, 1
49.0963638, 0, 0
49.0963639, 0, 1
49.0963641, 1, 1
49.0963648, 0, 0
49.0963649, 1, 1
49.0963654, 0, 0
49.0963655, 1, 1
49.0963660, 0, 0
49.0963661, 1, 1
49.0963666, 0, 0
49.0963667, 1, 1
49.0963668, 0, 1
49.0963670, 1, 1
49.0963672, 0, 1
49.0963673, 1, 1
49.0963674, 0, 1
49.0963675, 0, 0
49.0963676, 1, 1
49.0963678, 0, 1
49.0963679, 1, 1
49.0963680, 0, 0
49.0963681, 0, 1
49.0963682, 1, 1
49.0963686, 0, 1
49.0963688, 1, 1
49.0963697, 0, 1
49.0963698, 1, 1
49.0963699, 0, 1
49.0963700, 1, 1
49.0963705, 0, 1
49.0963706, 0, 0
49.0963707, 1, 1
49.0963712, 0, 0
49.0963713, 1, 1
49.0963719, 0, 1
49.0963720, 1, 1
49.0963722, 0, 1
49.0963723, 1, 1
49.0963728, 0, 0
49.0963729, 1, 1
49.0963734, 0, 0
49.0963735, 1, 1
49.0963736, 0, 1
49.0963737, 1, 1
49.0963740, 0, 1
49.0963741, 1, 1
49.0963742, 0, 0
49.0963743, 1, 1
49.0963748, 0, 1
49.0963749, 0, 0
49.0963750, 1, 1
49.0963754, 0, 0
49.0963755, 0, 1
49.0963757, 1, 1
49.0963759, 0, 1
49.0963760, 0, 0
49.0963761, 0, 1
49.0963762, 1, 1
49.0963766, 0, 1
49.0963767, 1, 1
49.0963768, 0, 1
49.0963769, 1, 1
49.0963770, 0, 1
49.0963771, 1, 1
49.0963776, 0, 0
49.0963777, 1, 1
49.0963779, 0, 0
49.0963780, 1, 1
49.0963781, 0, 1
49.0963783, 1, 1
49.0963785, 0, 0
49.0963786, 1, 1
49.0963788, 0, 1
49.0963789, 1, 1
49.0963790, 0, 1
49.0963792, 1, 1
49.0963794, 0, 1
49.0963795, 1, 1
49.0963796, 0, 1
49.0963797, 0, 0
49.0963798, 1, 1
49.0963800, 0, 1
49.0963801, 1, 1
49.0963802, 0, 1
49.0963804, 1, 1
49.0963808, 0, 1
49.0963809, 0, 0
49.0963810, 1, 1
49.0963812, 0, 1
49.0963814, 0, 0
49.0963815, 0, 1
49.0963816, 1, 1
49.0963818, 0, 1
49.0963819, 0, 0
49.0963820, 0, 1
49.0963822, 1, 1
49.0963824, 0, 1
49.0963825, 0, 0
49.0963826, 1, 1
49.0963831, 0, 1
49.0963832, 1, 1
49.0963835, 0, 1
49.0963836, 1, 1
49.0963837, 0, 1
49.0963838, 1, 1
49.0963841, 0, 1
49.0963842, 1, 1
49.0963843, 0, 0
49.0963845, 1, 1
49.0963849, 0, 1
49.0963850, 1, 1
49.0963851, 0, 1
49.0963852, 1, 1
49.0963853, 0, 1
49.0963854, 1, 1
49.0963855, 0, 1
49.0963856, 1, 1
49.0963859, 0, 1
49.0963860, 1, 1
49.0963861, 0, 0
49.0963862, 1, 1
49.0963867, 0, 0
49.0963869, 1, 1
49.0963873, 0, 1
49.0963874, 0, 0
49.0963875, 1, 1
49.0963880, 0, 0
49.0963881, 0, 1
49.0963882, 1, 1
49.0963886, 0, 0
49.0963887, 0, 1
49.0963888, 1, 1
49.0963891, 0, 0
49.0963893, 0, 1
49.0963894, 1, 1
49.0963896, 0, 1
49.0963898, 0, 0
49.0963899, 1, 1
49.0963903, 0, 0
49.0963905, 0, 1
49.0963906, 1, 1
49.0963908, 0, 1
49.0963909, 0, 0
49.0963911, 1, 1
49.0963919, 0, 1
49.0963920, 1, 1
49.0963922, 0, 0
49.0963923, 1, 1
49.0963924, 0, 1
49.0963926, 1, 1
49.0963927, 0, 1
49.0963928, 0, 0
49.0963929, 1, 1
49.0963930, 0, 1
49.0963931, 1, 1
49.0963932, 0, 1
49.0963933, 1, 1
49.0963938, 0, 1
49.0963939, 1, 1
49.0963940, 0, 0
49.0963941, 1, 1
49.0963946, 0, 0
49.0963947, 1, 1
49.0963952, 0, 1
49.0963953, 1, 1
49.0963956, 0, 1
49.0963957, 1, 1
49.0963962, 0, 0
49.0963963, 0, 1
49.0963964, 0, 0
49.0963965, 0, 1
49.0963967, 1, 1
49.0963968, 0, 1
49.0963969, 0, 0
49.0963971, 0, 1
49.0963972, 1, 1
49.0963975, 0, 0
49.0963977, 1, 1
49.0963981, 0, 0
49.0963982, 0, 1
49.0963984, 1, 1
49.0963991, 0, 1
49.0963992, 1, 1
49.0963993, 0, 0
49.0963994, 0, 1
49.0963995, 1, 1
49.0963998, 0, 1
49.0963999, 1, 1
49.0964000, 0, 1
49.0964001, 1, 1
49.0964002, 0, 1
49.0964003, 1, 1
49.0964008, 0, 0
49.0964009, 1, 1
49.0964014, 0, 1
49.0964015, 1, 1
49.0964020, 0, 0
49.0964021, 1, 1
49.0964026, 0, 0
49.0964027, 1, 1
49.0964032, 0, 1
49.0964033, 1, 1
49.0964038, 0, 0
49.0964039, 1, 1
49.0964041, 0, 1
49.0964042, 1, 1
49.0964044, 0, 1
49.0964045, 1, 1
49.0964046, 0, 1
49.0964048, 1, 1
49.0964050, 0, 1
49.0964051, 0, 0
49.0964053, 0, 1
49.0964054, 1, 1
49.0964056, 0, 1
49.0964057, 0, 0
49.0964059, 1, 1
49.0964063, 0, 0
49.0964065, 0, 1
49.0964066, 1, 1
49.0964069, 0, 0
49.0964071, 0, 1
49.0964072, 1, 1
49.0964075, 0, 0
49.0964077, 0, 1
49.0964078, 1, 1
49.0964081, 0, 0
49.0964082, 1, 1
49.0964083, 0, 1
49.0964084, 1, 1
49.0964085, 0, 1
49.0964086, 1, 1
49.0964091, 0, 0
49.0964092, 1, 1
49.0964097, 0, 0
49.0964098, 1, 1
49.0964099, 0, 0
49.0964100, 0, 1
49.0964101, 1, 1
49.0964103, 0, 1
49.0964104, 0, 0
49.0964106, 0, 1
49.0964108, 1, 1
49.0964110, 0, 0
49.0964112, 0, 1
49.0964113, 1, 1
49.0964116, 0, 1
49.0964117, 0, 0
49.0964118, 1, 1
49.0964122, 0, 1
49.0964123, 0, 0
49.0964124, 0, 1
49.0964125, 1, 1
49.0964128, 0, 0
49.0964130, 0, 1
49.0964131, 1, 1
49.0964133, 0, 1
49.0964135, 0, 0
49.0964136, 1, 1
49.0964140, 0, 1
49.0964141, 0, 0
49.0964142, 0, 1
49.0964143, 1, 1
49.0964146, 0, 0
49.0964148, 0, 1
49.0964149, 1, 1
49.0964152, 0, 0
49.0964154, 0, 1
49.0964155, 1, 1
49.0964158, 0, 0
49.0964160, 0, 1
49.0964161, 1, 1
49.0964164, 0, 0
49.0964165, 0, 1
49.0964166, 1, 1
49.0964170, 0, 0
49.0964172, 1, 1
49.0964176, 0, 0
49.0964178, 1, 1
49.0964182, 0, 0
49.0964183, 1, 1
49.0964184, 0, 1
49.0964185, 1, 1
49.0964188, 0, 0
49.0964189, 1, 1
49.0964195, 0, 1
49.0964197, 1, 1
49.0964198, 0, 1
49.0965164, 1, 1
49.0965165, 0, 1
49.0965166, 1, 1
49.0965168, 0, 1
49.0965169, 1, 1
49.0965170, 0, 1
49.0965171, 0, 0
49.0965172, 1, 1
49.0965177, 0, 1
49.0965178, 0, 0
49.0965179, 1, 1
49.0965183, 0, 1
49.0965185, 0, 0
49.0965186, 1, 1
49.0965190, 0, 1
49.0965191, 1, 1
49.0965193, 0, 1
49.0965194, 1, 1
49.0965195, 0, 1
49.0965197, 1, 1
49.0965199, 0, 1
49.0965200, 1, 1
49.0965206, 0, 1
49.0965207, 1, 1
49.0965212, 0, 1
49.0965213, 0, 0
49.0965214, 1, 1
49.0965219, 0, 0
49.0965220, 1, 1
49.0965226, 0, 0
49.0965227, 1, 1
49.0965233, 0, 0
49.0965235, 1, 1
49.0965239, 0, 1
49.0965240, 1, 1
49.0965241, 0, 0
49.0965242, 1, 1
49.0965246, 0, 1
49.0965247, 1, 1
49.0965252, 0, 1
49.0965253, 1, 1
49.0965255, 0, 0
49.0965256, 1, 1
49.0965260, 0, 1
49.0965261, 1, 1
49.0965262, 0, 1
49.0965263, 0, 0
49.0965264, 1, 1
49.0965268, 0, 1
49.0965269, 1, 1
49.0965274, 0, 1
49.0965275, 1, 1
49.0965277, 0, 0
49.0965279, 1, 1
49.0965280, 0, 1
49.0965281, 1, 1
49.0965283, 0, 1
49.0965284, 1, 1
49.0965286, 0, 1
49.0965287, 1, 1
49.0965288, 0, 1
49.0965290, 1, 1
49.0965292, 0, 0
49.0965293, 1, 1
49.0965297, 0, 1
49.0965298, 1, 1
49.0965304, 0, 1
49.0965305, 1, 1
49.0965311, 0, 1
49.0965312, 1, 1
49.0965314, 0, 1
49.0965315, 0, 0
49.0965316, 1, 1
49.0965320, 0, 1
49.0965321, 1, 1
49.0965325, 0, 1
49.0965327, 1, 1
49.0965329, 0, 1
49.0965330, 0, 0
49.0965331, 1, 1
49.0965335, 0, 1
49.0965336, 1, 1
49.0965341, 0, 1
49.0965342, 1, 1
49.0965344, 0, 0
49.0965346, 1, 1
49.0965347, 0, 1
49.0965348, 1, 1
49.0965350, 0, 1
49.0965351, 1, 1
49.0965356, 0, 1
49.0965357, 1, 1
49.0965363, 0, 1
49.0965364, 1, 1
49.0965366, 0, 1
49.0965367, 0, 0
49.0965368, 1, 1
49.0965372, 0, 1
49.0965373, 1, 1
49.0965374, 0, 0
49.0965375, 1, 1
49.0965381, 0, 0
49.0965383, 1, 1
49.0965387, 0, 1
49.0965388, 1, 1
49.0965393, 0, 1
49.0965394, 1, 1
49.0965400, 0, 1
49.0965401, 1, 1
49.0965403, 0, 0
49.0965405, 1, 1
49.0965406, 0, 1
49.0965407, 1, 1
49.0965409, 0, 1
49.0965410, 1, 1
49.0965415, 0, 1
49.0965416, 1, 1
49.0965418, 0, 0
49.0965419, 0, 1
49.0965420, 1, 1
